date,open_Price,trade_Volume,ticker,currency,1D,1M,3M,6M,9M,1Y,2Y,3Y,4Y,5Y,sma_40,sma_120,ema_40,ema_120,std_Div_40,std_Div_120,bollinger_Band_40_2STD,bollinger_Band_120_2STD,average_shares,revenue,revenue_Growth,gross_Profit,gross_Profit_Growth,gross_Margin,gross_Margin_Growth,operating_Earning,operating_Earning_Growth,operating_Earning_Margin,operating_Earning_Margin_Growth,net_Income,net_Income_Growth,net_Income_Margin,net_Income_Margin_Growth,eps,eps_Growth,total_Assets,total_Assets_Growth,current_Assets,current_Assets_Growth,cash_And_Cash_Equivalents,cash_And_Cash_Equivalents_Growth,liabilities,liabilities_Growth,equity,equity_Growth,current_Liabilities,current_Liabilities_Growth,book_Value,book_Value_Growth,book_Value_Per_Share,book_Value_Per_Share_Growth,return_On_Assets,return_On_Assets_Growth,return_On_Equity,return_On_Equity_Growth,Return on Invested Capital,Return on Invested Capital growth,current_Ratio,current_Ratio_Growth,quick_Ratio,quick_Ratio_Growth,debt_To_Equity,debt_To_Equity_Growth,free_Cash_Flow,free_Cash_Flow_Growth,free_Cash_Flow_Per_Share,free_Cash_Flow_Per_Share_Growth,P/S,P/E,P/B,P/FCF,momentum
2021-10-01,188.5,1178906,AMBU-B.CO,DKK,-0.04605266104469885,-0.01495513414118199,-0.08391280065279605,-0.2945376587014809,-0.2250980152803309,0.1291428920200892,0.7160226095099689,0.09352523210121633,1.106609804633824,2.05882369614412,209.5474998474121,242.3266668955485,209.4543864904435,225.8133760136232,14.12372429646441,45.33840847649975,58.72387223521383,182.278259229772,253215000,4013000000,0.1250350434538827,2503000000,0.1315551537070525,0.6237229005731373,0.005795473030913545,0,-0.205607476635514,0.0847246449040618,-0.2938953075402139,247000000,0.02489626556016589,0.06154996262148019,-0.08900947439493856,0.9754556404636376,0.003642665692636715,5740000000,0.1652456354039789,1608000000,0.2999191592562651,64000000,-0.3469387755102041,1788000000,-0.2999216914643696,3952000000,0.6661045531197303,980000000,-0.05769230769230771,3952000000,0.6661045531197303,15.6072902474182,0.6315540130315376,0.04303135888501742,-0.1204461665244987,0.0625,-0.3848547717842323,0.04303135888501742,-0.1204461665244987,1.640816326530612,0.3795060465576692,0.0653061224489796,-0.3069554352353185,0.4524291497975709,-0.5798112986218331,-256000000,0.8962962962962964,-1.010998558537211,0.8569721968083044,12.46829941328226,202.5720062570919,12.66075039106825,-195.4503341621161,-4
2021-10-04,181.0,595818,AMBU-B.CO,DKK,-0.03978779840848812,-0.08048780487804874,-0.1384826445573232,-0.3327433628318585,-0.2886792452830189,0.06798866855524088,0.65205961893815,0.01398604727745933,0.9829581826341942,1.9453125,208.4849998474121,241.2975002288818,208.1078898806523,224.8771401473564,14.06699644387625,45.14484786284012,56.49489718585761,181.353633905999,253215000,4013000000,0.1250350434538827,2503000000,0.1315551537070525,0.6237229005731373,0.005795473030913545,0,-0.205607476635514,0.0847246449040618,-0.2938953075402139,247000000,0.02489626556016589,0.06154996262148019,-0.08900947439493856,0.9754556404636376,0.003642665692636715,5740000000,0.1652456354039789,1608000000,0.2999191592562651,64000000,-0.3469387755102041,1788000000,-0.2999216914643696,3952000000,0.6661045531197303,980000000,-0.05769230769230771,3952000000,0.6661045531197303,15.6072902474182,0.6315540130315376,0.04303135888501742,-0.1204461665244987,0.0625,-0.3848547717842323,0.04303135888501742,-0.1204461665244987,1.640816326530612,0.3795060465576692,0.0653061224489796,-0.3069554352353185,0.4524291497975709,-0.5798112986218331,-256000000,0.8962962962962964,-1.010998558537211,0.8569721968083044,11.89410104659856,193.2430263157895,12.07768914473684,-186.449326171875,-5
2021-10-05,182.1999969482422,1001605,AMBU-B.CO,DKK,0.006629817393603243,-0.1213592233009708,-0.1919642857142857,-0.3549536847364585,-0.3094239000951622,0.00863752063592882,0.601061434002196,-0.01200871716642948,0.8617568167799592,1.801857651320363,207.0899997711182,240.2341668446859,206.3597256958698,223.8218058833296,13.95338390238375,45.04892739086763,56.267985775505,180.5793914513604,253215000,4013000000,0.1250350434538827,2503000000,0.1315551537070525,0.6237229005731373,0.005795473030913545,0,-0.205607476635514,0.0847246449040618,-0.2938953075402139,247000000,0.02489626556016589,0.06154996262148019,-0.08900947439493856,0.9754556404636376,0.003642665692636715,5740000000,0.1652456354039789,1608000000,0.2999191592562651,64000000,-0.3469387755102041,1788000000,-0.2999216914643696,3952000000,0.6661045531197303,980000000,-0.05769230769230771,3952000000,0.6661045531197303,15.6072902474182,0.6315540130315376,0.04303135888501742,-0.1204461665244987,0.0625,-0.3848547717842323,0.04303135888501742,-0.1204461665244987,1.640816326530612,0.3795060465576692,0.0653061224489796,-0.3069554352353185,0.4524291497975709,-0.5798112986218331,-256000000,0.8962962962962964,-1.010998558537211,0.8569721968083044,11.4208609519063,185.5543117408907,11.59714448380567,-179.03091796875,-6
2021-10-06,167.0,2406242,AMBU-B.CO,DKK,-0.08342479255123192,-0.1352634096477986,-0.207826100225034,-0.4006579047755191,-0.3124528417047464,0.001374003870256324,0.6145325601402158,0.01958589848780878,0.9058577390831621,1.764795033831559,205.7099998474121,239.1166669209798,204.7599530923105,222.786934815921,13.60412878111253,44.80878105143591,55.81353560953499,180.1957095634705,253215000,4013000000,0.1250350434538827,2503000000,0.1315551537070525,0.6237229005731373,0.005795473030913545,0,-0.205607476635514,0.0847246449040618,-0.2938953075402139,247000000,0.02489626556016589,0.06154996262148019,-0.08900947439493856,0.9754556404636376,0.003642665692636715,5740000000,0.1652456354039789,1608000000,0.2999191592562651,64000000,-0.3469387755102041,1788000000,-0.2999216914643696,3952000000,0.6661045531197303,980000000,-0.05769230769230771,3952000000,0.6661045531197303,15.6072902474182,0.6315540130315376,0.04303135888501742,-0.1204461665244987,0.0625,-0.3848547717842323,0.04303135888501742,-0.1204461665244987,1.640816326530612,0.3795060465576692,0.0653061224489796,-0.3069554352353185,0.4524291497975709,-0.5798112986218331,-256000000,0.8962962962962964,-1.010998558537211,0.8569721968083044,11.49657917449518,186.7845029443285,11.67403143402053,-180.217860262692,1
2021-10-07,173.5,970524,AMBU-B.CO,DKK,0.03892215568862278,-0.1813725490196079,-0.2748588893311118,-0.4748427672955975,-0.3349263403396554,-0.08493150684931505,0.4502822213377764,-0.07222222222222219,0.7653277240346337,1.537993803262273,203.9349998474121,237.9025001525879,202.3761799145167,221.487920993685,13.91145576094751,44.77213992384443,54.41651512445009,179.2351242057437,253215000,4013000000,0.1250350434538827,2503000000,0.1315551537070525,0.6237229005731373,0.005795473030913545,0,-0.205607476635514,0.0847246449040618,-0.2938953075402139,247000000,0.02489626556016589,0.06154996262148019,-0.08900947439493856,0.9754556404636376,0.003642665692636715,5740000000,0.1652456354039789,1608000000,0.2999191592562651,64000000,-0.3469387755102041,1788000000,-0.2999216914643696,3952000000,0.6661045531197303,980000000,-0.05769230769230771,3952000000,0.6661045531197303,15.6072902474182,0.6315540130315376,0.04303135888501742,-0.1204461665244987,0.0625,-0.3848547717842323,0.04303135888501742,-0.1204461665244987,1.640816326530612,0.3795060465576692,0.0653061224489796,-0.3069554352353185,0.4524291497975709,-0.5798112986218331,-256000000,0.8962962962962964,-1.010998558537211,0.8569721968083044,10.5374794418141,171.2020445344129,10.70012778340081,-165.18322265625,-1
2021-10-08,181.75,1016770,AMBU-B.CO,DKK,0.04755043227665712,-0.1638554216867469,-0.2288888888888889,-0.4330065359477124,-0.2924143468214517,-0.0493150684931507,0.5212625634149504,-0.06920597810560158,0.8457446808510638,1.628787878787879,202.5224998474121,236.6775001525879,200.5364157734003,220.3144535134611,14.06460750536678,44.50342798001723,55.64582304379007,179.0885596953777,253215000,4013000000,0.1250350434538827,2503000000,0.1315551537070525,0.6237229005731373,0.005795473030913545,0,-0.205607476635514,0.0847246449040618,-0.2938953075402139,247000000,0.02489626556016589,0.06154996262148019,-0.08900947439493856,0.9754556404636376,0.003642665692636715,5740000000,0.1652456354039789,1608000000,0.2999191592562651,64000000,-0.3469387755102041,1788000000,-0.2999216914643696,3952000000,0.6661045531197303,980000000,-0.05769230769230771,3952000000,0.6661045531197303,15.6072902474182,0.6315540130315376,0.04303135888501742,-0.1204461665244987,0.0625,-0.3848547717842323,0.04303135888501742,-0.1204461665244987,1.640816326530612,0.3795060465576692,0.0653061224489796,-0.3069554352353185,0.4524291497975709,-0.5798112986218331,-256000000,0.8962962962962964,-1.010998558537211,0.8569721968083044,10.94762085721405,177.8655971659919,11.11659982287449,-171.612509765625,1
2021-10-11,172.0,917675,AMBU-B.CO,DKK,-0.05364511691884455,-0.110812106520684,-0.2179431808377968,-0.4140877084211788,-0.2557329964319303,-0.008996695481983896,0.5985048801956883,-0.0332446808510638,0.9405294991839497,1.680678345416208,201.50625,235.3612500508626,199.3097918350286,219.2684189117071,14.06011417784364,43.76038150039052,56.25843002146712,178.0137119200689,253215000,4013000000,0.1250350434538827,2503000000,0.1315551537070525,0.6237229005731373,0.005795473030913545,0,-0.205607476635514,0.0847246449040618,-0.2938953075402139,247000000,0.02489626556016589,0.06154996262148019,-0.08900947439493856,0.9754556404636376,0.003642665692636715,5740000000,0.1652456354039789,1608000000,0.2999191592562651,64000000,-0.3469387755102041,1788000000,-0.2999216914643696,3952000000,0.6661045531197303,980000000,-0.05769230769230771,3952000000,0.6661045531197303,15.6072902474182,0.6315540130315376,0.04303135888501742,-0.1204461665244987,0.0625,-0.3848547717842323,0.04303135888501742,-0.1204461665244987,1.640816326530612,0.3795060465576692,0.0653061224489796,-0.3069554352353185,0.4524291497975709,-0.5798112986218331,-256000000,0.8962962962962964,-1.010998558537211,0.8569721968083044,11.46818496137553,186.3231831983806,11.64519894989879,-179.7727587890625,2
2021-10-12,164.0,672017,AMBU-B.CO,DKK,-0.04651162790697672,-0.1890617866552289,-0.2586206896551724,-0.4487179487179487,-0.2898430959239188,-0.08291123859628258,0.541218659065529,-0.0956887341759255,0.8297872340425532,1.529411764705882,200.4112499237061,233.9237500508626,197.6433547034024,218.0408773140126,14.61307109225136,42.97125873700319,56.24045671137458,175.041526001562,253215000,4013000000,0.1250350434538827,2503000000,0.1315551537070525,0.6237229005731373,0.005795473030913545,0,-0.205607476635514,0.0847246449040618,-0.2938953075402139,247000000,0.02489626556016589,0.06154996262148019,-0.08900947439493856,0.9754556404636376,0.003642665692636715,5740000000,0.1652456354039789,1608000000,0.2999191592562651,64000000,-0.3469387755102041,1788000000,-0.2999216914643696,3952000000,0.6661045531197303,980000000,-0.05769230769230771,3952000000,0.6661045531197303,15.6072902474182,0.6315540130315376,0.04303135888501742,-0.1204461665244987,0.0625,-0.3848547717842323,0.04303135888501742,-0.1204461665244987,1.640816326530612,0.3795060465576692,0.0653061224489796,-0.3069554352353185,0.4524291497975709,-0.5798112986218331,-256000000,0.8962962962962964,-1.010998558537211,0.8569721968083044,10.8529728382756,176.3278542510122,11.02049089068826,-170.128828125,-1
2021-10-13,167.1499938964844,986621,AMBU-B.CO,DKK,0.01920727985661208,-0.2285983288253158,-0.2976445396145611,-0.4685677357213387,-0.334685598377282,-0.158974358974359,0.4977168949771689,-0.0786516853932584,0.7263157894736842,1.411764705882353,199.1662498474121,232.444583384196,195.6221753210244,216.6884596053451,15.53544452437244,42.28664582500272,58.45228436900544,171.8850349480127,253215000,4013000000,0.1250350434538827,2503000000,0.1315551537070525,0.6237229005731373,0.005795473030913545,0,-0.205607476635514,0.0847246449040618,-0.2938953075402139,247000000,0.02489626556016589,0.06154996262148019,-0.08900947439493856,0.9754556404636376,0.003642665692636715,5740000000,0.1652456354039789,1608000000,0.2999191592562651,64000000,-0.3469387755102041,1788000000,-0.2999216914643696,3952000000,0.6661045531197303,980000000,-0.05769230769230771,3952000000,0.6661045531197303,15.6072902474182,0.6315540130315376,0.04303135888501742,-0.1204461665244987,0.0625,-0.3848547717842323,0.04303135888501742,-0.1204461665244987,1.640816326530612,0.3795060465576692,0.0653061224489796,-0.3069554352353185,0.4524291497975709,-0.5798112986218331,-256000000,0.8962962962962964,-1.010998558537211,0.8569721968083044,10.3481834039372,168.1265587044534,10.50790991902834,-162.215859375,-2
2021-10-14,176.6000061035156,935340,AMBU-B.CO,DKK,0.05653612056296953,-0.2010038416117249,-0.2748373366746881,-0.47154599953418,-0.3166394532887057,-0.1202631900185033,0.5113019548150828,0.07978030104170797,0.717882719978647,1.458088145536535,198.3324996948242,231.0591667175293,193.9787836063997,215.4395648852094,16.33629560463014,41.6701888870701,62.14177809748975,169.1465833000109,253215000,4013000000,0.1250350434538827,2503000000,0.1315551537070525,0.6237229005731373,0.005795473030913545,0,-0.205607476635514,0.0847246449040618,-0.2938953075402139,247000000,0.02489626556016589,0.06154996262148019,-0.08900947439493856,0.9754556404636376,0.003642665692636715,5740000000,0.1652456354039789,1608000000,0.2999191592562651,64000000,-0.3469387755102041,1788000000,-0.2999216914643696,3952000000,0.6661045531197303,980000000,-0.05769230769230771,3952000000,0.6661045531197303,15.6072902474182,0.6315540130315376,0.04303135888501742,-0.1204461665244987,0.0625,-0.3848547717842323,0.04303135888501742,-0.1204461665244987,1.640816326530612,0.3795060465576692,0.0653061224489796,-0.3069554352353185,0.4524291497975709,-0.5798112986218331,-256000000,0.8962962962962964,-1.010998558537211,0.8569721968083044,10.54694385858418,171.355812568819,10.70973828555119,-165.3315847831965,1
