Date,Price,Trade volume,Name,Ticker,Currency,1M,3M,6M,9M,1Y,2Y,3Y,4Y,5Y,SMA_40,SMA_120,EMA_40,EMA_120,STD_Div_40,STD_Div_120,Amount of stocks,Revenue,Revenue growth,Gross Profit,Gross Profit growth,Gross Margin,Gross Margin growth,Operating Earnings,Operating Earnings growth,Operating Margin,Operating Margin growth,Net Income,Net Income growth,Net Income Margin,Net Income Margin growth,EPS,EPS growth,Total Assets,Total Assets growth,Current Assets,Current Assets growth,Cash and Cash Equivalents,Cash and Cash Equivalents growth,Total Liabilities,Total Liabilities growth,Total Equity,Total Equity growth,Current Liabilities,Current Liabilities growth,Book Value,Book Value growth,Book Value per share,Book Value per share growth,Return on Assets,Return on Assets growth,Return on Equity,Return on Equity growth,Return on Invested Capital,Return on Invested Capital growth,Current Ratio,Current Ratio growth,Quick Ratio,Quick Ratio growth,Debt to Equity,Debt to Equity growth,Free Cash Flow,Free Cash Flow growth,Free Cash Flow per share,Free Cash Flow per share growth,P/S,P/E,P/B,P/FCF
2022-01-03,198.1499938964844,2105395,Vestas Wind Systems A/S,VWS.CO,DKK,-0.03010283437790928,-0.2186514624309489,-0.2265808569268825,-0.2077169569741206,-0.3171950876586372,0.5139821707212202,0.983880650234034,1.236455951569361,1.001515089863478,211.4799991607666,236.3725003560384,204.6606775882834,227.4572990878295,14.99566018987508,23.28370916651063,1007970584,15587000000,0.05182535933598764,1556000000,0.01170351105331591,0.09982677872586129,-0.0381449714313794,0,-0.5087014725568942,0.02354526207737217,-0.5329086496324256,134000000,-0.8248366013071895,0.008596907679476486,-0.833467222350115,0.1329403874746408,-0.8297030425027158,19648000000,0.08193832599118944,12864000000,0.05037968482077249,2510000000,-0.2031746031746032,14951000000,0.1110202868395631,4697000000,-0.001275781416117394,12700000000,0.1306980056980056,4697000000,-0.001275781416117394,4.659858208719313,-0.02902263216551326,0.006820032573289903,-0.8381022332928828,0.02852884820097935,-0.824612845635025,0.006820032573289903,-0.8381022332928828,1.012913385826772,-0.07103428189709327,0.1976377952755906,-0.2952800899887514,3.183095592931659,0.1124395165012699,120000000,1.181818181818182,0.1190510932608724,1.121202265705657,12.81384262959106,1490.517649756984,42.52275177079749,176.7299263989389
2022-01-04,200.3000030517578,2352228,Vestas Wind Systems A/S,VWS.CO,DKK,-0.01957905012359018,-0.1824489671356824,-0.2181889402491578,-0.1991203592020135,-0.3069204046651979,0.53040950167371,1.009430201028575,1.286529755031111,1.124522758221992,210.9899993896484,236.1225003560384,204.2983878097672,226.9308102629463,15.0336504321251,23.50942100302233,1007970584,15587000000,0.05182535933598764,1556000000,0.01170351105331591,0.09982677872586129,-0.0381449714313794,0,-0.5087014725568942,0.02354526207737217,-0.5329086496324256,134000000,-0.8248366013071895,0.008596907679476486,-0.833467222350115,0.1329403874746408,-0.8297030425027158,19648000000,0.08193832599118944,12864000000,0.05037968482077249,2510000000,-0.2031746031746032,14951000000,0.1110202868395631,4697000000,-0.001275781416117394,12700000000,0.1306980056980056,4697000000,-0.001275781416117394,4.659858208719313,-0.02902263216551326,0.006820032573289903,-0.8381022332928828,0.02852884820097935,-0.824612845635025,0.006820032573289903,-0.8381022332928828,1.012913385826772,-0.07103428189709327,0.1976377952755906,-0.2952800899887514,3.183095592931659,0.1124395165012699,120000000,1.181818181818182,0.1190510932608724,1.121202265705657,12.95287810683788,1506.690380979717,42.9841411648461,178.6475189877483
2022-01-05,199.8999938964844,1768305,Vestas Wind Systems A/S,VWS.CO,DKK,-0.02153699994883862,-0.1282163487308687,-0.186074963645439,-0.2007197560253302,-0.3232904603019918,0.5273531971172456,1.005417268102724,1.351211500698015,1.148076500546011,210.6149993896484,235.9091669718424,203.969362097895,226.4177944871297,15.12044831455581,23.7218162462082,1007970584,15587000000,0.05182535933598764,1556000000,0.01170351105331591,0.09982677872586129,-0.0381449714313794,0,-0.5087014725568942,0.02354526207737217,-0.5329086496324256,134000000,-0.8248366013071895,0.008596907679476486,-0.833467222350115,0.1329403874746408,-0.8297030425027158,19648000000,0.08193832599118944,12864000000,0.05037968482077249,2510000000,-0.2031746031746032,14951000000,0.1110202868395631,4697000000,-0.001275781416117394,12700000000,0.1306980056980056,4697000000,-0.001275781416117394,4.659858208719313,-0.02902263216551326,0.006820032573289903,-0.8381022332928828,0.02852884820097935,-0.824612845635025,0.006820032573289903,-0.8381022332928828,1.012913385826772,-0.07103428189709327,0.1976377952755906,-0.2952800899887514,3.183095592931659,0.1124395165012699,120000000,1.181818181818182,0.1190510932608724,1.121202265705657,12.92701055940436,1503.681444697282,42.89829967839808,178.2907509294696
2022-01-06,191.0,2931504,Vestas Wind Systems A/S,VWS.CO,DKK,-0.06647119109387911,-0.1608084583568483,-0.2216788722473709,-0.3024104875255771,-0.3603483051042334,0.4829192195224354,0.9161316153214591,1.246530316883711,1.049796086868983,209.8124992370605,235.5883336385091,203.0917446316436,225.7327795931441,15.29169615510951,24.06706790186135,1007970584,15587000000,0.05182535933598764,1556000000,0.01170351105331591,0.09982677872586129,-0.0381449714313794,0,-0.5087014725568942,0.02354526207737217,-0.5329086496324256,134000000,-0.8248366013071895,0.008596907679476486,-0.833467222350115,0.1329403874746408,-0.8297030425027158,19648000000,0.08193832599118944,12864000000,0.05037968482077249,2510000000,-0.2031746031746032,14951000000,0.1110202868395631,4697000000,-0.001275781416117394,12700000000,0.1306980056980056,4697000000,-0.001275781416117394,4.659858208719313,-0.02902263216551326,0.006820032573289903,-0.8381022332928828,0.02852884820097935,-0.824612845635025,0.006820032573289903,-0.8381022332928828,1.012913385826772,-0.07103428189709327,0.1976377952755906,-0.2952800899887514,3.183095592931659,0.1124395165012699,120000000,1.181818181818182,0.1190510932608724,1.121202265705657,12.35147119676654,1436.734190626866,40.98837162955078,170.3528487607803
2022-01-07,187.0500030517578,2388930,Vestas Wind Systems A/S,VWS.CO,DKK,-0.08622371353013325,-0.2033645629445512,-0.2592079087059097,-0.2554927600618636,-0.3942681008874804,0.4397321866378248,0.8667665543780163,1.200070694392485,1.007405048713741,208.8712493896484,235.2520837148031,202.021901221542,224.9890122568995,15.50902010012966,24.46107868417568,1007970584,15587000000,0.05182535933598764,1556000000,0.01170351105331591,0.09982677872586129,-0.0381449714313794,0,-0.5087014725568942,0.02354526207737217,-0.5329086496324256,134000000,-0.8248366013071895,0.008596907679476486,-0.833467222350115,0.1329403874746408,-0.8297030425027158,19648000000,0.08193832599118944,12864000000,0.05037968482077249,2510000000,-0.2031746031746032,14951000000,0.1110202868395631,4697000000,-0.001275781416117394,12700000000,0.1306980056980056,4697000000,-0.001275781416117394,4.659858208719313,-0.02902263216551326,0.006820032573289903,-0.8381022332928828,0.02852884820097935,-0.824612845635025,0.006820032573289903,-0.8381022332928828,1.012913385826772,-0.07103428189709327,0.1976377952755906,-0.2952800899887514,3.183095592931659,0.1124395165012699,120000000,1.181818181818182,0.1190510932608724,1.121202265705657,12.09603520968,1407.021647860314,40.14070700729873,166.8298475423015
2022-01-10,185.1000061035156,2023389,Vestas Wind Systems A/S,VWS.CO,DKK,-0.1185713995070684,-0.1973113564427886,-0.2515163614261026,-0.259481512514911,-0.4105095347021795,0.4429373859129544,0.8097380554621483,1.134455759893667,0.956659715530036,207.7387496948242,234.8112504323323,200.8507438843601,224.192841262281,15.55053088314616,24.88415847932659,1007970584,15587000000,0.05182535933598764,1556000000,0.01170351105331591,0.09982677872586129,-0.0381449714313794,0,-0.5087014725568942,0.02354526207737217,-0.5329086496324256,134000000,-0.8248366013071895,0.008596907679476486,-0.833467222350115,0.1329403874746408,-0.8297030425027158,19648000000,0.08193832599118944,12864000000,0.05037968482077249,2510000000,-0.2031746031746032,14951000000,0.1110202868395631,4697000000,-0.001275781416117394,12700000000,0.1306980056980056,4697000000,-0.001275781416117394,4.659858208719313,-0.02902263216551326,0.006820032573289903,-0.8381022332928828,0.02852884820097935,-0.824612845635025,0.006820032573289903,-0.8381022332928828,1.012913385826772,-0.07103428189709327,0.1976377952755906,-0.2952800899887514,3.183095592931659,0.1124395165012699,120000000,1.181818181818182,0.1190510932608724,1.121202265705657,11.96993399952295,1392.35344216839,39.72223999373307,165.0906457872864
2022-01-11,183.3999938964844,1950804,Vestas Wind Systems A/S,VWS.CO,DKK,-0.1266666957310267,-0.1701357742240526,-0.2583906525140629,-0.2662826493422806,-0.4083871164629537,0.4296850299478123,0.7994505218934134,1.162225825941327,0.9216260394490208,206.5562496185303,234.2845836639404,199.6385259773743,223.3550853175797,15.55813359737818,25.29792183244401,1007970584,15587000000,0.05182535933598764,1556000000,0.01170351105331591,0.09982677872586129,-0.0381449714313794,0,-0.5087014725568942,0.02354526207737217,-0.5329086496324256,134000000,-0.8248366013071895,0.008596907679476486,-0.833467222350115,0.1329403874746408,-0.8297030425027158,19648000000,0.08193832599118944,12864000000,0.05037968482077249,2510000000,-0.2031746031746032,14951000000,0.1110202868395631,4697000000,-0.001275781416117394,12700000000,0.1306980056980056,4697000000,-0.001275781416117394,4.659858208719313,-0.02902263216551326,0.006820032573289903,-0.8381022332928828,0.02852884820097935,-0.824612845635025,0.006820032573289903,-0.8381022332928828,1.012913385826772,-0.07103428189709327,0.1976377952755906,-0.2952800899887514,3.183095592931659,0.1124395165012699,120000000,1.181818181818182,0.1190510932608724,1.121202265705657,11.85999864973605,1379.56566383161,39.35741940673532,163.5744053558944
2022-01-12,183.6000061035156,1784424,Vestas Wind Systems A/S,VWS.CO,DKK,-0.1257142566499256,-0.1684782447195987,-0.2431986748377292,-0.2680592856643176,-0.3940593857969782,0.431244214613657,0.8014129650902795,1.174324973888027,0.9285715545068165,205.2262496948242,233.8562503814697,198.4501725590728,222.565008386313,15.17565004988745,25.7173706605976,1007970584,15587000000,0.05182535933598764,1556000000,0.01170351105331591,0.09982677872586129,-0.0381449714313794,0,-0.5087014725568942,0.02354526207737217,-0.5329086496324256,134000000,-0.8248366013071895,0.008596907679476486,-0.833467222350115,0.1329403874746408,-0.8297030425027158,19648000000,0.08193832599118944,12864000000,0.05037968482077249,2510000000,-0.2031746031746032,14951000000,0.1110202868395631,4697000000,-0.001275781416117394,12700000000,0.1306980056980056,4697000000,-0.001275781416117394,4.659858208719313,-0.02902263216551326,0.006820032573289903,-0.8381022332928828,0.02852884820097935,-0.824612845635025,0.006820032573289903,-0.8381022332928828,1.012913385826772,-0.07103428189709327,0.1976377952755906,-0.2952800899887514,3.183095592931659,0.1124395165012699,120000000,1.181818181818182,0.1190510932608724,1.121202265705657,11.87293291682583,1381.07018936242,39.40034178721827,163.7527961896886
2022-01-13,185.0,2246076,Vestas Wind Systems A/S,VWS.CO,DKK,-0.1023775132394608,-0.218089622875749,-0.2522231020045756,-0.2355371900826446,-0.3430397869665018,0.4521192918700299,0.8151491691879651,1.190904721116906,0.9514767304279077,204.0412498474121,233.4537503560384,197.4323417076906,221.8191504320386,14.84642203315439,26.10125376547576,1007970584,15587000000,0.05182535933598764,1556000000,0.01170351105331591,0.09982677872586129,-0.0381449714313794,0,-0.5087014725568942,0.02354526207737217,-0.5329086496324256,134000000,-0.8248366013071895,0.008596907679476486,-0.833467222350115,0.1329403874746408,-0.8297030425027158,19648000000,0.08193832599118944,12864000000,0.05037968482077249,2510000000,-0.2031746031746032,14951000000,0.1110202868395631,4697000000,-0.001275781416117394,12700000000,0.1306980056980056,4697000000,-0.001275781416117394,4.659858208719313,-0.02902263216551326,0.006820032573289903,-0.8381022332928828,0.02852884820097935,-0.824612845635025,0.006820032573289903,-0.8381022332928828,1.012913385826772,-0.07103428189709327,0.1976377952755906,-0.2952800899887514,3.183095592931659,0.1124395165012699,120000000,1.181818181818182,0.1190510932608724,1.121202265705657,11.96346686597806,1391.601179402985,39.70077880349159,165.0014503703893
2022-01-14,185.3999938964844,1940034,Vestas Wind Systems A/S,VWS.CO,DKK,-0.08849557787676565,-0.2521177956385837,-0.2481752258405916,-0.2277574455078889,-0.3646333048237647,0.4603024199230559,0.8378271108666464,1.19564174012353,0.9556960751917045,202.8862495422363,233.1154169718424,196.4928304922954,221.1121515305398,14.43898212649566,26.45936270653521,1007970584,15587000000,0.05182535933598764,1556000000,0.01170351105331591,0.09982677872586129,-0.0381449714313794,0,-0.5087014725568942,0.02354526207737217,-0.5329086496324256,134000000,-0.8248366013071895,0.008596907679476486,-0.833467222350115,0.1329403874746408,-0.8297030425027158,19648000000,0.08193832599118944,12864000000,0.05037968482077249,2510000000,-0.2031746031746032,14951000000,0.1110202868395631,4697000000,-0.001275781416117394,12700000000,0.1306980056980056,4697000000,-0.001275781416117394,4.659858208719313,-0.02902263216551326,0.006820032573289903,-0.8381022332928828,0.02852884820097935,-0.824612845635025,0.006820032573289903,-0.8381022332928828,1.012913385826772,-0.07103428189709327,0.1976377952755906,-0.2952800899887514,3.183095592931659,0.1124395165012699,120000000,1.181818181818182,0.1190510932608724,1.121202265705657,11.98933342666554,1394.610000906237,39.78661701542172,165.358204819358
