Date,Price,Trade volume,Name,Ticker,Currency,1M,3M,6M,9M,1Y,2Y,3Y,4Y,5Y,SMA_40,SMA_120,EMA_40,EMA_120,STD_Div_40,STD_Div_120,Amount of stocks,Revenue,Revenue growth,Gross Profit,Gross Profit growth,Gross Margin,Gross Margin growth,Operating Earnings,Operating Earnings growth,Operating Margin,Operating Margin growth,Net Income,Net Income growth,Net Income Margin,Net Income Margin growth,EPS,EPS growth,Total Assets,Total Assets growth,Current Assets,Current Assets growth,Cash and Cash Equivalents,Cash and Cash Equivalents growth,Total Liabilities,Total Liabilities growth,Total Equity,Total Equity growth,Current Liabilities,Current Liabilities growth,Book Value,Book Value growth,Book Value per share,Book Value per share growth,Return on Assets,Return on Assets growth,Return on Equity,Return on Equity growth,Return on Invested Capital,Return on Invested Capital growth,Current Ratio,Current Ratio growth,Quick Ratio,Quick Ratio growth,Debt to Equity,Debt to Equity growth,Free Cash Flow,Free Cash Flow growth,Free Cash Flow per share,Free Cash Flow per share growth,P/S,P/E,P/B,P/FCF
2022-01-17,184.6000061035156,1574649,Vestas Wind Systems A/S,VWS.CO,DKK,-0.04967821825731977,-0.2452984403222287,-0.1984368056563661,-0.2371900574234892,-0.3432941938978958,0.401032284453672,0.8364505796693023,1.093445287646256,0.9346050057208466,201.7012496948242,232.7154169718424,195.5509678443421,220.3844723566886,13.92423752639733,26.82747972653529,1007970584,15587000000,0.05182535933598764,1556000000,0.01170351105331591,0.09982677872586129,-0.0381449714313794,0,-0.5087014725568942,0.02354526207737217,-0.5329086496324256,134000000,-0.8248366013071895,0.008596907679476486,-0.833467222350115,0.1329403874746408,-0.8297030425027158,19648000000,0.08193832599118944,12864000000,0.05037968482077249,2510000000,-0.2031746031746032,14951000000,0.1110202868395631,4697000000,-0.001275781416117394,12700000000,0.1306980056980056,4697000000,-0.001275781416117394,4.659858208719313,-0.02902263216551326,0.006820032573289903,-0.8381022332928828,0.02852884820097935,-0.824612845635025,0.006820032573289903,-0.8381022332928828,1.012913385826772,-0.07103428189709327,0.1976377952755906,-0.2952800899887514,3.183095592931659,0.1124395165012699,120000000,1.181818181818182,0.1190510932608724,1.121202265705657,11.93760030529058,1388.592357899733,39.61494059156147,164.6446959214205
2022-01-18,184.25,3581551,Vestas Wind Systems A/S,VWS.CO,DKK,-0.05148005148005153,-0.2656436648778184,-0.1999565889775889,-0.2386363636363636,-0.3186020556252848,0.3983758931504873,0.8049568641754044,1.098519289246325,0.9493229638568319,200.4974998474121,232.3508336385091,194.6322527517757,219.6740301652368,13.26810703704814,27.18697128539043,1007970584,15587000000,0.05182535933598764,1556000000,0.01170351105331591,0.09982677872586129,-0.0381449714313794,0,-0.5087014725568942,0.02354526207737217,-0.5329086496324256,134000000,-0.8248366013071895,0.008596907679476486,-0.833467222350115,0.1329403874746408,-0.8297030425027158,19648000000,0.08193832599118944,12864000000,0.05037968482077249,2510000000,-0.2031746031746032,14951000000,0.1110202868395631,4697000000,-0.001275781416117394,12700000000,0.1306980056980056,4697000000,-0.001275781416117394,4.659858208719313,-0.02902263216551326,0.006820032573289903,-0.8381022332928828,0.02852884820097935,-0.824612845635025,0.006820032573289903,-0.8381022332928828,1.012913385826772,-0.07103428189709327,0.1976377952755906,-0.2952800899887514,3.183095592931659,0.1124395165012699,120000000,1.181818181818182,0.1190510932608724,1.121202265705657,11.9149663246295,1385.959553,39.53982970023419,164.3325255715904
2022-01-19,181.0,2721197,Vestas Wind Systems A/S,VWS.CO,DKK,-0.06821106821106826,-0.2788844621513944,-0.197339246119734,-0.276,-0.3496226807791007,0.3737098326200174,0.7731190904518219,1.055883667853047,0.9052631578947368,199.529999923706,231.9191669464111,193.6719324649951,218.9007870176232,13.24293548565702,27.5880536104089,1007970584,15587000000,0.05182535933598764,1556000000,0.01170351105331591,0.09982677872586129,-0.0381449714313794,0,-0.5087014725568942,0.02354526207737217,-0.5329086496324256,134000000,-0.8248366013071895,0.008596907679476486,-0.833467222350115,0.1329403874746408,-0.8297030425027158,19648000000,0.08193832599118944,12864000000,0.05037968482077249,2510000000,-0.2031746031746032,14951000000,0.1110202868395631,4697000000,-0.001275781416117394,12700000000,0.1306980056980056,4697000000,-0.001275781416117394,4.659858208719313,-0.02902263216551326,0.006820032573289903,-0.8381022332928828,0.02852884820097935,-0.824612845635025,0.006820032573289903,-0.8381022332928828,1.012913385826772,-0.07103428189709327,0.1976377952755906,-0.2952800899887514,3.183095592931659,0.1124395165012699,120000000,1.181818181818182,0.1190510932608724,1.121202265705657,11.70479731211907,1361.512505253731,38.8423835861188,161.4338514434619
2022-01-20,183.4499969482422,3393454,Vestas Wind Systems A/S,VWS.CO,DKK,0.07848318851089475,-0.2723126040984102,-0.2006536080686615,-0.2481557502121222,-0.3691540417847369,0.3814005476848064,0.7971198438246225,1.083711892782224,0.9474522599935757,198.7162498474121,231.4762502034505,192.9249017335322,218.1773281945796,13.20494885525368,27.93672212015588,1007970584,15587000000,0.05182535933598764,1556000000,0.01170351105331591,0.09982677872586129,-0.0381449714313794,0,-0.5087014725568942,0.02354526207737217,-0.5329086496324256,134000000,-0.8248366013071895,0.008596907679476486,-0.833467222350115,0.1329403874746408,-0.8297030425027158,19648000000,0.08193832599118944,12864000000,0.05037968482077249,2510000000,-0.2031746031746032,14951000000,0.1110202868395631,4697000000,-0.001275781416117394,12700000000,0.1306980056980056,4697000000,-0.001275781416117394,4.659858208719313,-0.02902263216551326,0.006820032573289903,-0.8381022332928828,0.02852884820097935,-0.824612845635025,0.006820032573289903,-0.8381022332928828,1.012913385826772,-0.07103428189709327,0.1976377952755906,-0.2952800899887514,3.183095592931659,0.1124395165012699,120000000,1.181818181818182,0.1190510932608724,1.121202265705657,11.86323221650849,1379.941795214313,39.36815000185606,163.6190030643429
2022-01-21,185.0,10304736,Vestas Wind Systems A/S,VWS.CO,DKK,-0.04639175257731953,-0.3026761835195868,-0.1864555630365823,-0.2239932687232835,-0.3620689655172413,0.3951733897778085,0.78227355068336,1.101317561065269,0.9639066453648348,198.0337497711182,231.0145835876465,192.3299858994476,217.4856267008374,13.19036283896574,28.24407798406374,1007970584,15587000000,0.05182535933598764,1556000000,0.01170351105331591,0.09982677872586129,-0.0381449714313794,0,-0.5087014725568942,0.02354526207737217,-0.5329086496324256,134000000,-0.8248366013071895,0.008596907679476486,-0.833467222350115,0.1329403874746408,-0.8297030425027158,19648000000,0.08193832599118944,12864000000,0.05037968482077249,2510000000,-0.2031746031746032,14951000000,0.1110202868395631,4697000000,-0.001275781416117394,12700000000,0.1306980056980056,4697000000,-0.001275781416117394,4.659858208719313,-0.02902263216551326,0.006820032573289903,-0.8381022332928828,0.02852884820097935,-0.824612845635025,0.006820032573289903,-0.8381022332928828,1.012913385826772,-0.07103428189709327,0.1976377952755906,-0.2952800899887514,3.183095592931659,0.1124395165012699,120000000,1.181818181818182,0.1190510932608724,1.121202265705657,11.96346686597806,1391.601179402985,39.70077880349159,165.0014503703893
2022-01-24,176.1499938964844,4287410,Vestas Wind Systems A/S,VWS.CO,DKK,-0.09782333471710947,-0.3511970758877186,-0.2856853627872918,-0.3376823599190222,-0.4082969879961464,0.3264306464498441,0.7195430466456583,0.99580772301132,0.8863782295735374,197.0774997711182,230.4366668701172,191.2488197232421,216.6229894925574,13.35886286331043,28.65175466266081,1007970584,15587000000,0.05182535933598764,1556000000,0.01170351105331591,0.09982677872586129,-0.0381449714313794,0,-0.5087014725568942,0.02354526207737217,-0.5329086496324256,134000000,-0.8248366013071895,0.008596907679476486,-0.833467222350115,0.1329403874746408,-0.8297030425027158,19648000000,0.08193832599118944,12864000000,0.05037968482077249,2510000000,-0.2031746031746032,14951000000,0.1110202868395631,4697000000,-0.001275781416117394,12700000000,0.1306980056980056,4697000000,-0.001275781416117394,4.659858208719313,-0.02902263216551326,0.006820032573289903,-0.8381022332928828,0.02852884820097935,-0.824612845635025,0.006820032573289903,-0.8381022332928828,1.012913385826772,-0.07103428189709327,0.1976377952755906,-0.2952800899887514,3.183095592931659,0.1124395165012699,120000000,1.181818181818182,0.1190510932608724,1.121202265705657,11.39116008336664,1325.029941936088,37.80157807524714,157.1081323008386
2022-01-25,175.3500061035156,3168797,Vestas Wind Systems A/S,VWS.CO,DKK,-0.1019205833366678,-0.3649040122158734,-0.2889294332380968,-0.3406902852411429,-0.4101916807826297,0.3204066421231502,0.6706365056500478,1.076622466054436,0.8686062760715707,196.0787498474121,229.8395835876465,190.1683963324147,215.7554379044842,13.45460912531685,29.04752083914482,1007970584,15587000000,0.05182535933598764,1556000000,0.01170351105331591,0.09982677872586129,-0.0381449714313794,0,-0.5087014725568942,0.02354526207737217,-0.5329086496324256,134000000,-0.8248366013071895,0.008596907679476486,-0.833467222350115,0.1329403874746408,-0.8297030425027158,19648000000,0.08193832599118944,12864000000,0.05037968482077249,2510000000,-0.2031746031746032,14951000000,0.1110202868395631,4697000000,-0.001275781416117394,12700000000,0.1306980056980056,4697000000,-0.001275781416117394,4.659858208719313,-0.02902263216551326,0.006820032573289903,-0.8381022332928828,0.02852884820097935,-0.824612845635025,0.006820032573289903,-0.8381022332928828,1.012913385826772,-0.07103428189709327,0.1976377952755906,-0.2952800899887514,3.183095592931659,0.1124395165012699,120000000,1.181818181818182,0.1190510932608724,1.121202265705657,11.33942696199167,1319.012298929584,37.62990165138689,156.394623402901
2022-01-26,163.0,6159945,Vestas Wind Systems A/S,VWS.CO,DKK,-0.1651728553137004,-0.3985239852398524,-0.3063829787234043,-0.3825757575757576,-0.4316596689757735,0.2274096103482164,0.5529725745216163,0.9902319531519785,0.7321998155486416,194.5512496948242,229.1304168701172,188.3768345548117,214.6632994403109,13.6585808311662,29.63092218193683,1007970584,15587000000,0.05182535933598764,1556000000,0.01170351105331591,0.09982677872586129,-0.0381449714313794,0,-0.5087014725568942,0.02354526207737217,-0.5329086496324256,134000000,-0.8248366013071895,0.008596907679476486,-0.833467222350115,0.1329403874746408,-0.8297030425027158,19648000000,0.08193832599118944,12864000000,0.05037968482077249,2510000000,-0.2031746031746032,14951000000,0.1110202868395631,4697000000,-0.001275781416117394,12700000000,0.1306980056980056,4697000000,-0.001275781416117394,4.659858208719313,-0.02902263216551326,0.006820032573289903,-0.8381022332928828,0.02852884820097935,-0.824612845635025,0.006820032573289903,-0.8381022332928828,1.012913385826772,-0.07103428189709327,0.1976377952755906,-0.2952800899887514,3.183095592931659,0.1124395165012699,120000000,1.181818181818182,0.1190510932608724,1.121202265705657,10.54078431975364,1226.11347158209,34.97960510794124,145.3796562722889
2022-01-27,168.6000061035156,3330459,Vestas Wind Systems A/S,VWS.CO,DKK,-0.1417663083602088,-0.3826437116972835,-0.2773253154818367,-0.3720670163742434,-0.3965640308282159,0.2753404689526919,0.6063262916744594,1.058608094778132,0.7732436143942953,193.23125,228.4354169209798,187.0091772213703,213.6861727484372,13.54823518973099,30.06490795858304,1007970584,15587000000,0.05182535933598764,1556000000,0.01170351105331591,0.09982677872586129,-0.0381449714313794,0,-0.5087014725568942,0.02354526207737217,-0.5329086496324256,134000000,-0.8248366013071895,0.008596907679476486,-0.833467222350115,0.1329403874746408,-0.8297030425027158,19648000000,0.08193832599118944,12864000000,0.05037968482077249,2510000000,-0.2031746031746032,14951000000,0.1110202868395631,4697000000,-0.001275781416117394,12700000000,0.1306980056980056,4697000000,-0.001275781416117394,4.659858208719313,-0.02902263216551326,0.006820032573289903,-0.8381022332928828,0.02852884820097935,-0.824612845635025,0.006820032573289903,-0.8381022332928828,1.012913385826772,-0.07103428189709327,0.1976377952755906,-0.2952800899887514,3.183095592931659,0.1124395165012699,120000000,1.181818181818182,0.1190510932608724,1.121202265705657,10.90292208985464,1268.237661302718,36.1813597220703,150.3743002137111
2022-01-28,174.3000030517578,1761662,Vestas Wind Systems A/S,VWS.CO,DKK,-0.1232394347278828,-0.3561137968532737,-0.2287610484435495,-0.3718918808945665,-0.3254643685418089,0.322057098705063,0.6817831346800152,1.128205125816538,0.8331930973399349,192.0212501525879,227.9712502797445,186.0198613054737,212.8910696884402,12.99906650749085,30.46782091014269,1007970584,15587000000,0.05182535933598764,1556000000,0.01170351105331591,0.09982677872586129,-0.0381449714313794,0,-0.5087014725568942,0.02354526207737217,-0.5329086496324256,134000000,-0.8248366013071895,0.008596907679476486,-0.833467222350115,0.1329403874746408,-0.8297030425027158,19648000000,0.08193832599118944,12864000000,0.05037968482077249,2510000000,-0.2031746031746032,14951000000,0.1110202868395631,4697000000,-0.001275781416117394,12700000000,0.1306980056980056,4697000000,-0.001275781416117394,4.659858208719313,-0.02902263216551326,0.006820032573289903,-0.8381022332928828,0.02852884820097935,-0.824612845635025,0.006820032573289903,-0.8381022332928828,1.012913385826772,-0.07103428189709327,0.1976377952755906,-0.2952800899887514,3.183095592931659,0.1124395165012699,120000000,1.181818181818182,0.1190510932608724,1.121202265705657,11.27152600675448,1311.113999009568,37.40457225192296,155.4581259627206
2022-01-31,174.3999938964844,2916275,Vestas Wind Systems A/S,VWS.CO,DKK,-0.1079284199668319,-0.376474843456942,-0.2350877460680509,-0.3516728851431807,-0.350949065971346,0.2987786377860255,0.6029410754108127,1.091126986878631,0.818181789258493,190.9737499237061,227.4129169464111,185.1332858164818,212.0815292526244,12.67666343012357,30.83139636724069,1007970584,15587000000,0.05182535933598764,1556000000,0.01170351105331591,0.09982677872586129,-0.0381449714313794,0,-0.5087014725568942,0.02354526207737217,-0.5329086496324256,134000000,-0.8248366013071895,0.008596907679476486,-0.833467222350115,0.1329403874746408,-0.8297030425027158,19648000000,0.08193832599118944,12864000000,0.05037968482077249,2510000000,-0.2031746031746032,14951000000,0.1110202868395631,4697000000,-0.001275781416117394,12700000000,0.1306980056980056,4697000000,-0.001275781416117394,4.659858208719313,-0.02902263216551326,0.006820032573289903,-0.8381022332928828,0.02852884820097935,-0.824612845635025,0.006820032573289903,-0.8381022332928828,1.012913385826772,-0.07103428189709327,0.1976377952755906,-0.2952800899887514,3.183095592931659,0.1124395165012699,120000000,1.181818181818182,0.1190510932608724,1.121202265705657,11.27799215355333,1311.866146995789,37.42603016764654,155.5473077703079
